Timestamp, CPU_Usage, GPU_Usage, RAM_Usage, Power_Consumption
2025-04-23 15:02:16, 53.0, 0.0, 48.6, 5.39
2025-04-23 15:02:17, 41.5, 0.0, 48.4, 5.144
2025-04-23 15:02:18, 42.1, 0.0, 48.8, 5.102
2025-04-23 15:02:19, 42.2, 0.0, 48.4, 5.061
2025-04-23 15:02:20, 42.0, 0.0, 48.7, 5.061
2025-04-23 15:02:21, 42.2, 0.0, 48.6, 5.102
2025-04-23 15:02:22, 41.7, 0.0, 48.4, 5.102
2025-04-23 15:02:23, 41.5, 0.0, 48.8, 5.061
2025-04-23 15:02:24, 41.9, 0.0, 48.7, 5.061
2025-04-23 15:02:25, 41.2, 0.0, 48.4, 5.061
2025-04-23 15:02:26, 41.4, 0.0, 48.8, 5.061
2025-04-23 15:02:27, 43.1, 0.0, 48.4, 5.102
2025-04-23 15:02:28, 41.8, 0.0, 49.0, 5.061
2025-04-23 15:02:29, 40.7, 0.0, 48.5, 5.02
2025-04-23 15:02:30, 41.7, 0.0, 49.0, 5.061
2025-04-23 15:02:31, 50.7, 0.0, 49.8, 5.308
2025-04-23 15:02:32, 53.1, 0.0, 51.4, 5.555
2025-04-23 15:02:33, 74.1, 0.0, 51.9, 5.555
2025-04-23 15:02:34, 91.3, 0.0, 52.7, 6.46
2025-04-23 15:02:35, 77.3, 0.0, 54.1, 6.049
2025-04-23 15:02:36, 98.5, 0.0, 52.7, 6.543
2025-04-23 15:02:37, 90.0, 0.0, 53.1, 6.502
2025-04-23 15:02:38, 93.8, 0.0, 53.4, 6.502
2025-04-23 15:02:39, 96.7, 4.7, 53.1, 6.666
2025-04-23 15:02:40, 97.2, 0.0, 53.3, 7.736
2025-04-23 15:02:41, 99.5, 0.0, 53.6, 7.325
2025-04-23 15:02:42, 98.3, 0.0, 53.4, 7.325
2025-04-23 15:02:43, 97.5, 0.0, 53.1, 6.831
2025-04-23 15:02:44, 98.7, 0.0, 53.2, 7.16
2025-04-23 15:02:45, 97.7, 0.0, 53.1, 6.954
2025-04-23 15:02:46, 98.3, 0.0, 53.2, 7.325
2025-04-23 15:02:47, 93.8, 0.0, 53.2, 7.325
2025-04-23 15:02:48, 97.8, 0.0, 53.6, 7.16
2025-04-23 15:02:49, 98.3, 20.9, 53.6, 7.325
2025-04-23 15:02:50, 95.0, 0.0, 53.3, 7.119
2025-04-23 15:02:51, 98.3, 0.0, 53.5, 7.201
2025-04-23 15:02:53, 96.3, 0.0, 53.4, 6.995
2025-04-23 15:02:54, 97.8, 0.0, 53.8, 7.242
2025-04-23 15:02:55, 98.0, 95.0, 54.1, 7.613
2025-04-23 15:02:56, 96.7, 0.0, 53.8, 6.913
2025-04-23 15:02:57, 96.5, 0.0, 53.9, 7.119
2025-04-23 15:02:58, 96.5, 0.0, 54.0, 6.954
2025-04-23 15:02:59, 96.3, 0.0, 53.8, 7.036
2025-04-23 15:03:00, 98.0, 0.0, 55.8, 7.16
2025-04-23 15:03:01, 99.2, 0.0, 53.9, 6.995
2025-04-23 15:03:02, 99.5, 0.0, 54.1, 7.242
2025-04-23 15:03:03, 97.0, 0.0, 54.0, 6.913
2025-04-23 15:03:04, 99.0, 0.0, 54.5, 7.201
2025-04-23 15:03:05, 96.7, 0.0, 54.3, 6.913
2025-04-23 15:03:06, 97.8, 0.0, 54.1, 6.995
2025-04-23 15:03:07, 97.0, 0.0, 54.3, 7.283
2025-04-23 15:03:08, 96.5, 0.0, 54.2, 6.954
2025-04-23 15:03:09, 97.2, 0.0, 54.4, 7.283
2025-04-23 15:03:10, 97.2, 0.0, 54.2, 7.036
2025-04-23 15:03:11, 97.5, 61.4, 54.7, 7.366
2025-04-23 15:03:12, 93.9, 0.0, 55.5, 7.036
2025-04-23 15:03:13, 98.8, 42.4, 54.5, 7.242
2025-04-23 15:03:14, 98.7, 0.0, 54.3, 7.325
2025-04-23 15:03:15, 96.0, 0.0, 54.5, 7.119
2025-04-23 15:03:16, 96.5, 0.0, 54.3, 6.995
2025-04-23 15:03:17, 92.7, 0.0, 55.0, 6.954
2025-04-23 15:03:18, 99.2, 0.0, 54.4, 7.119
2025-04-23 15:03:19, 98.2, 0.0, 54.5, 7.325
2025-04-23 15:03:20, 97.7, 0.0, 54.8, 7.078
2025-04-23 15:03:21, 99.5, 0.0, 55.0, 7.201
2025-04-23 15:03:22, 97.7, 0.0, 54.9, 7.078
2025-04-23 15:03:23, 98.5, 0.0, 54.7, 7.16
2025-04-23 15:03:24, 96.8, 0.0, 54.7, 7.283
2025-04-23 15:03:25, 95.8, 70.5, 55.1, 7.201
2025-04-23 15:03:26, 96.8, 0.0, 54.8, 7.036
2025-04-23 15:03:27, 96.8, 0.0, 55.4, 7.036
2025-04-23 15:03:28, 98.7, 0.0, 54.8, 6.666
2025-04-23 15:03:29, 97.0, 0.0, 54.8, 6.707
2025-04-23 15:03:30, 99.2, 0.0, 55.4, 6.625
2025-04-23 15:03:31, 97.2, 0.0, 55.2, 6.666
2025-04-23 15:03:32, 96.7, 0.0, 55.4, 6.625
2025-04-23 15:03:33, 93.9, 0.0, 55.0, 6.625
2025-04-23 15:03:34, 94.5, 0.0, 55.1, 6.543
2025-04-23 15:03:35, 80.5, 0.0, 55.4, 6.172
2025-04-23 15:03:36, 91.3, 0.0, 55.1, 6.543
2025-04-23 15:03:37, 94.6, 0.0, 55.5, 6.543
2025-04-23 15:03:38, 92.5, 0.0, 55.5, 6.502
2025-04-23 15:03:39, 96.2, 0.0, 55.3, 6.46
2025-04-23 15:03:40, 91.8, 0.0, 55.4, 6.707
2025-04-23 15:03:41, 96.5, 0.0, 55.5, 6.625
2025-04-23 15:03:42, 96.8, 0.0, 55.3, 6.707
2025-04-23 15:03:43, 99.2, 0.0, 55.0, 6.666
2025-04-23 15:03:44, 96.5, 0.0, 54.9, 6.543
2025-04-23 15:03:45, 94.1, 0.0, 55.2, 6.502
2025-04-23 15:03:46, 97.7, 0.0, 54.9, 6.543
2025-04-23 15:03:47, 95.8, 10.5, 54.9, 6.954
2025-04-23 15:03:48, 96.3, 0.0, 55.5, 7.242
2025-04-23 15:03:49, 95.6, 0.0, 55.2, 7.16
2025-04-23 15:03:50, 97.5, 11.3, 55.3, 7.407
2025-04-23 15:03:51, 94.8, 0.0, 55.1, 7.325
2025-04-23 15:03:52, 98.7, 0.0, 55.1, 7.613
2025-04-23 15:03:53, 98.7, 0.0, 55.1, 7.201
2025-04-23 15:03:54, 96.3, 0.0, 55.7, 7.036
2025-04-23 15:03:55, 98.7, 0.0, 55.7, 7.242
2025-04-23 15:03:56, 95.8, 0.0, 55.3, 6.913
2025-04-23 15:03:57, 98.5, 0.0, 55.8, 6.954
2025-04-23 15:03:58, 98.2, 0.0, 55.5, 6.625
2025-04-23 15:03:59, 99.5, 0.0, 55.6, 6.625
2025-04-23 15:04:00, 97.7, 0.0, 55.9, 6.666
2025-04-23 15:04:01, 93.0, 21.2, 55.7, 6.666
2025-04-23 15:04:02, 97.7, 0.0, 55.6, 6.666
2025-04-23 15:04:03, 97.0, 0.0, 55.4, 6.502
2025-04-23 15:04:04, 79.9, 0.0, 55.6, 6.46
2025-04-23 15:04:05, 93.3, 0.0, 57.1, 6.502
2025-04-23 15:04:06, 99.0, 0.0, 55.4, 6.584
2025-04-23 15:04:07, 90.7, 0.0, 55.4, 6.584
2025-04-23 15:04:08, 94.7, 0.0, 55.7, 6.419
2025-04-23 15:04:09, 95.8, 0.0, 55.4, 6.625
2025-04-23 15:04:10, 95.2, 0.0, 55.4, 6.584
2025-04-23 15:04:11, 96.5, 0.0, 56.0, 6.584
2025-04-23 15:04:12, 97.2, 0.0, 55.9, 7.119
2025-04-23 15:04:13, 97.2, 0.0, 55.4, 7.078
2025-04-23 15:04:14, 97.8, 0.0, 55.4, 7.242
2025-04-23 15:04:15, 91.6, 40.6, 55.5, 7.325
2025-04-23 15:04:16, 97.5, 0.0, 55.9, 7.201
2025-04-23 15:04:17, 97.5, 0.0, 55.7, 6.995
2025-04-23 15:04:18, 97.3, 32.8, 56.2, 7.16
2025-04-23 15:04:19, 98.0, 0.0, 56.1, 7.695
2025-04-23 15:04:20, 97.7, 0.0, 56.2, 7.119
2025-04-23 15:04:21, 97.0, 0.0, 56.4, 7.283
2025-04-23 15:04:22, 94.0, 0.0, 56.3, 7.242
2025-04-23 15:04:23, 98.3, 0.0, 56.1, 6.79
2025-04-23 15:04:24, 96.0, 0.0, 55.9, 6.707
2025-04-23 15:04:25, 95.5, 0.0, 56.3, 6.543
2025-04-23 15:04:26, 97.3, 0.0, 56.4, 6.584
2025-04-23 15:04:27, 98.3, 0.0, 56.3, 6.584
2025-04-23 15:04:28, 99.7, 0.0, 55.8, 6.666
2025-04-23 15:04:29, 99.0, 28.8, 56.6, 6.872
2025-04-23 15:04:30, 91.1, 20.2, 56.1, 6.995
2025-04-23 15:04:31, 99.5, 0.0, 56.4, 6.872
2025-04-23 15:04:32, 85.4, 0.0, 55.8, 6.296
2025-04-23 15:04:33, 97.3, 0.0, 56.0, 6.707
2025-04-23 15:04:34, 94.2, 0.0, 56.3, 6.666
2025-04-23 15:04:35, 98.0, 0.0, 56.3, 6.584
2025-04-23 15:04:36, 97.3, 0.0, 56.3, 6.79
2025-04-23 15:04:37, 93.1, 0.0, 55.9, 6.502
2025-04-23 15:04:38, 96.8, 58.1, 55.9, 6.666
2025-04-23 15:04:39, 96.8, 0.0, 56.1, 6.666
2025-04-23 15:04:40, 94.8, 0.0, 56.5, 6.543
2025-04-23 15:04:41, 98.5, 0.0, 56.0, 6.666
2025-04-23 15:04:42, 96.8, 8.7, 56.1, 6.584
2025-04-23 15:04:43, 95.0, 0.0, 56.6, 6.625
2025-04-23 15:04:44, 95.9, 22.3, 56.2, 6.666
2025-04-23 15:04:45, 97.5, 0.0, 56.1, 6.584
2025-04-23 15:04:46, 93.1, 0.0, 56.4, 6.666
2025-04-23 15:04:47, 94.0, 0.0, 55.9, 6.584
2025-04-23 15:04:48, 93.0, 0.0, 56.1, 6.502
2025-04-23 15:04:49, 94.0, 41.2, 56.4, 6.502
2025-04-23 15:04:50, 93.3, 0.0, 55.9, 6.584
2025-04-23 15:04:51, 93.8, 0.0, 56.4, 6.543
2025-04-23 15:04:52, 97.5, 47.9, 56.1, 6.584
2025-04-23 15:04:53, 98.2, 0.0, 56.3, 6.666
2025-04-23 15:04:54, 88.9, 0.0, 56.4, 6.584
2025-04-23 15:04:55, 95.6, 0.0, 56.0, 6.502
2025-04-23 15:04:56, 98.7, 0.0, 56.1, 6.625
2025-04-23 15:04:57, 89.3, 0.0, 56.0, 6.625
2025-04-23 15:04:58, 96.8, 0.0, 57.1, 6.543
2025-04-23 15:04:59, 100.0, 0.0, 56.5, 6.543
2025-04-23 15:05:00, 98.5, 0.0, 56.5, 6.625
2025-04-23 15:05:01, 98.8, 0.0, 56.1, 6.584
2025-04-23 15:05:02, 98.7, 0.0, 56.0, 6.543
2025-04-23 15:05:03, 98.3, 0.0, 56.1, 6.625
2025-04-23 15:05:04, 98.8, 0.0, 56.3, 6.502
2025-04-23 15:05:05, 98.8, 0.0, 56.2, 6.584
2025-04-23 15:05:06, 98.7, 0.0, 55.9, 6.46
2025-04-23 15:05:07, 98.5, 0.0, 56.2, 6.584
2025-04-23 15:05:08, 98.7, 0.0, 55.9, 6.625
2025-04-23 15:05:09, 100.0, 0.0, 56.5, 6.543
2025-04-23 15:05:10, 92.2, 0.0, 56.5, 6.584
2025-04-23 15:05:11, 99.0, 0.0, 56.0, 6.46
2025-04-23 15:05:12, 96.0, 0.0, 56.3, 6.625
2025-04-23 15:05:13, 97.7, 0.0, 56.5, 6.543
2025-04-23 15:05:14, 99.5, 0.0, 55.9, 6.502
2025-04-23 15:05:15, 97.5, 0.0, 56.4, 6.584
2025-04-23 15:05:16, 99.0, 0.0, 55.9, 6.46
2025-04-23 15:05:17, 94.8, 0.0, 56.1, 6.502
2025-04-23 15:05:18, 98.7, 0.0, 56.4, 6.502
2025-04-23 15:05:19, 92.2, 0.0, 56.1, 6.584
2025-04-23 15:05:20, 62.0, 0.0, 56.3, 5.967
2025-04-23 15:05:21, 62.8, 10.8, 56.2, 5.843
2025-04-23 15:05:22, 55.8, 7.1, 55.9, 6.09
2025-04-23 15:05:23, 44.0, 0.0, 56.4, 5.308
2025-04-23 15:05:24, 42.7, 0.0, 56.5, 5.226
2025-04-23 15:05:25, 43.3, 0.0, 56.2, 5.226
2025-04-23 15:05:26, 44.4, 10.4, 55.9, 5.308
2025-04-23 15:05:27, 43.7, 0.0, 56.2, 5.185
2025-04-23 15:05:28, 43.6, 0.0, 56.0, 5.185
2025-04-23 15:05:29, 43.0, 37.7, 56.5, 5.185
2025-04-23 15:05:30, 43.2, 0.0, 56.2, 5.185
2025-04-23 15:05:31, 43.8, 0.0, 55.8, 5.185
2025-04-23 15:05:32, 43.2, 8.4, 55.9, 5.226
2025-04-23 15:05:33, 50.3, 0.0, 56.3, 5.185
2025-04-23 15:05:34, 59.8, 59.4, 56.3, 6.213
2025-04-23 15:05:35, 44.8, 13.2, 56.6, 5.884
2025-04-23 15:05:36, 43.2, 0.0, 56.3, 5.308
2025-04-23 15:05:37, 42.8, 0.0, 56.0, 5.185
2025-04-23 15:05:38, 42.4, 0.0, 56.1, 5.226
2025-04-23 15:05:39, 43.7, 0.0, 56.0, 5.185
2025-04-23 15:05:40, 42.5, 0.0, 56.0, 5.144
2025-04-23 15:05:41, 43.1, 0.0, 56.3, 5.144
2025-04-23 15:05:42, 43.0, 0.0, 56.5, 5.185
2025-04-23 15:05:43, 43.3, 0.0, 55.9, 5.144
2025-04-23 15:05:44, 42.8, 0.0, 56.4, 5.185
2025-04-23 15:05:45, 43.1, 0.0, 56.1, 5.185
2025-04-23 15:05:46, 49.6, 0.0, 56.5, 5.226
2025-04-23 15:05:47, 48.6, 0.0, 56.4, 5.473
2025-04-23 15:05:48, 58.3, 0.0, 56.6, 5.473
2025-04-23 15:05:49, 73.7, 0.0, 56.7, 5.967
2025-04-23 15:05:50, 98.2, 0.0, 56.7, 6.337
2025-04-23 15:05:51, 97.8, 11.2, 57.0, 6.666
2025-04-23 15:05:52, 84.9, 0.0, 56.9, 6.584
2025-04-23 15:05:53, 94.8, 15.1, 56.9, 6.707
2025-04-23 15:05:54, 95.5, 72.8, 56.6, 7.53
2025-04-23 15:05:55, 97.5, 0.0, 56.6, 7.613
2025-04-23 15:05:56, 98.0, 0.0, 56.5, 7.53
2025-04-23 15:05:57, 98.3, 0.0, 56.6, 6.995
2025-04-23 15:05:58, 98.2, 66.7, 56.5, 7.078
2025-04-23 15:05:59, 99.2, 0.0, 57.2, 6.954
2025-04-23 15:06:00, 98.7, 7.8, 57.2, 7.571
