Timestamp,Client_IP,Connection_ID,TLS_Handshake_Time,Key_Exchange_Time,Hybrid_Key_Generation_Time,Encryption_Time,Decryption_Time,Signing_Time,Signature_Verification_Time,Total_Signing_Time,Total_Encryption_Time,Total_Verifying_Time,Total_Decryption_Time
2025-04-23 14:55:50.885783,"('192.168.1.104', 52748)",1,0.012630224227905273,0.01956462860107422,0.0009636878967285156,0.0,-1,0.006994485855102539,-1,-1,-1,0.24957799911499023,0.2030642032623291
2025-04-23 14:56:25.177591,"('192.168.1.104', 52748)",1,0.012630224227905273,0.01956462860107422,0.0009636878967285156,0.0,-1,0.0,-1,-1,-1,0.2925899028778076,0.356858491897583
2025-04-23 14:56:49.750568,"('192.168.1.104', 52748)",1,0.012630224227905273,0.01956462860107422,0.0009636878967285156,0.0,-1,0.0,-1,-1,-1,0.39977526664733887,0.2924633026123047
2025-04-23 14:58:03.980822,"('192.168.1.104', 52748)",1,0.012630224227905273,0.01956462860107422,0.0009636878967285156,0.0,-1,0.0,-1,-1,-1,2.892648458480835,1.7563285827636719
