Timestamp,RTT (ms)
2025-04-29 12:21:35.809818,2.5842490003924468
2025-04-29 12:21:36.815321,4.058438999891223
2025-04-29 12:21:37.819640,3.079293000155303
2025-04-29 12:21:38.824564,2.8288270004850347
2025-04-29 12:21:39.830757,3.9758460006851237
2025-04-29 12:21:40.834917,2.2403090006264392
2025-04-29 12:21:41.841132,4.305577000195626
2025-04-29 12:21:42.845628,2.5041199996849173
2025-04-29 12:21:43.849869,2.739737999945646
2025-04-29 12:21:44.854152,3.0008929998075473
2025-04-29 12:21:45.864070,9.008437000375125
2025-04-29 12:21:46.868971,3.053180999813776
2025-04-29 12:21:47.873588,2.6266490003763465
2025-04-29 12:21:48.879764,3.451743999903556
2025-04-29 12:21:49.919545,37.97693500018795
2025-04-29 12:21:50.925539,4.598668000653561
2025-04-29 12:21:51.931305,3.1794540000191773
2025-04-29 12:21:52.936968,3.5248330004833406
2025-04-29 12:21:53.943234,4.488330000640417
2025-04-29 12:21:54.949138,4.090278000148828
2025-04-29 12:21:55.954292,3.217053999833297
2025-04-29 12:21:56.959513,3.132636999907845
2025-04-29 12:21:57.964201,2.7134980000482756
2025-04-29 12:21:58.970844,4.697227999713505
2025-04-29 12:22:00.006420,33.773756999835314
2025-04-29 12:22:01.696408,683.8016760002574
2025-04-29 12:22:02.719439,20.79043499998079
2025-04-29 12:22:04.111390,389.2815959998188
2025-04-29 12:22:05.348577,235.5022989995632
2025-04-29 12:22:06.368890,18.425580999974045
2025-04-29 12:22:08.915317,1544.4689460000518
2025-04-29 12:22:09.951058,33.86156399938045
2025-04-29 12:22:10.968411,15.565809000690933
2025-04-29 12:22:12.003314,33.054644000003464
2025-04-29 12:22:13.017655,12.010575999738649
2025-04-29 12:22:15.410112,1390.521176999755
2025-04-29 12:22:16.434217,22.584465999898384
2025-04-29 12:22:17.444617,8.112170999993396
2025-04-29 12:22:18.456167,10.095773999637458
2025-04-29 12:22:19.472808,14.836970000033034
2025-04-29 12:22:20.486053,11.396809999496327
2025-04-29 12:22:21.525760,38.413668000430334
2025-04-29 12:22:22.537990,10.913604999586823
