Timestamp,Client_IP,Connection_ID,Encryption_Used,Signing_Used,Classic_Encryption_SharedSecret_Length,PQC_Encryption_SharedSecret_Length,Hybrid_AES_Key_Length,Classical_Signature_Length,PQC_Signature_Length,Signed_Msg_Length,Encrypted_Msg_Length,Chunk_Size,Original_Msg_Size
2025-04-29 12:20:45.350945,1,1,ECDH_SECP256R1+KYBER768,Dilithium2,32,32,32,72,2044,8349,11214,4096,4295056
2025-04-29 12:21:10.107117,1,1,ECDH_SECP256R1+KYBER768,Dilithium2,32,32,32,72,2044,8349,11214,4096,4248276
2025-04-29 12:21:29.272653,1,1,ECDH_SECP256R1+KYBER768,Dilithium2,32,32,32,72,2044,8349,11214,4096,4243858
2025-04-29 12:22:30.811333,1,1,ECDH_SECP256R1+KYBER768,Dilithium2,32,32,32,72,2044,8349,11214,4096,20190766
